% Created using /stochastic/trunk/tools/piCurves/piCurve.py
% and /home/andrew.matas/repositories/stochastic/trunk/analyses/O2/iso/results/PI_curve/make_o1o2_py_curve.py
%
# f (Hz)	sigma(f)	PI(f)
7.447812e+02	5.815009e-02	3.669702e-04
7.448125e+02	5.822912e-02	3.670525e-04
7.448438e+02	5.830918e-02	3.671347e-04
7.448750e+02	5.833556e-02	3.672168e-04
7.449062e+02	5.836333e-02	3.672988e-04
7.449375e+02	5.838728e-02	3.673811e-04
7.449688e+02	5.845872e-02	3.674635e-04
7.450000e+02	6.455888e-02	3.675455e-04
7.450312e+02	5.864976e-02	3.676276e-04
7.450625e+02	5.871087e-02	3.677100e-04
7.450938e+02	5.877784e-02	3.677924e-04
7.451250e+02	5.884323e-02	3.678746e-04
7.451562e+02	5.891503e-02	3.679567e-04
7.451875e+02	5.901606e-02	3.680392e-04
7.452188e+02	5.903210e-02	3.681216e-04
7.452500e+02	5.909353e-02	3.682038e-04
7.452812e+02	5.915145e-02	3.682860e-04
7.453125e+02	5.921117e-02	3.683685e-04
7.453438e+02	5.932217e-02	3.684511e-04
7.453750e+02	5.938121e-02	3.685333e-04
7.454062e+02	5.944091e-02	3.686156e-04
7.454375e+02	5.948525e-02	3.686982e-04
7.454688e+02	5.967737e-02	3.687807e-04
7.455000e+02	5.989437e-02	3.688631e-04
7.455312e+02	5.969842e-02	3.689454e-04
7.455625e+02	5.976846e-02	3.690280e-04
7.455938e+02	5.982783e-02	3.691106e-04
7.456250e+02	5.998753e-02	3.691930e-04
7.456562e+02	6.008999e-02	3.692754e-04
7.456875e+02	6.022059e-02	3.693581e-04
7.457188e+02	6.026729e-02	3.694408e-04
7.457500e+02	6.033997e-02	3.695232e-04
7.457812e+02	6.041706e-02	3.696057e-04
7.458125e+02	6.058830e-02	3.696884e-04
7.458438e+02	6.065183e-02	3.697712e-04
7.458750e+02	6.072085e-02	3.698537e-04
7.459062e+02	6.076033e-02	3.699362e-04
7.459375e+02	6.086067e-02	3.700190e-04
7.459688e+02	6.103087e-02	3.701018e-04
7.460000e+02	6.632940e-02	3.701844e-04
7.460312e+02	6.107945e-02	3.702670e-04
7.460625e+02	6.116955e-02	3.703498e-04
7.460938e+02	6.131477e-02	3.704327e-04
7.461250e+02	6.143783e-02	3.705153e-04
7.461562e+02	6.148186e-02	3.705980e-04
7.461875e+02	6.152602e-02	3.706809e-04
7.462188e+02	6.166788e-02	3.707638e-04
7.462500e+02	6.185065e-02	3.708465e-04
7.462812e+02	6.196484e-02	3.709292e-04
7.463125e+02	6.207997e-02	3.710122e-04
7.463438e+02	6.217419e-02	3.710952e-04
7.463750e+02	6.232783e-02	3.711779e-04
7.464062e+02	6.239104e-02	3.712607e-04
7.464375e+02	6.248102e-02	3.713437e-04
7.464688e+02	6.256376e-02	3.714268e-04
7.465000e+02	6.287268e-02	3.715096e-04
7.465312e+02	6.284426e-02	3.715924e-04
7.465625e+02	6.296524e-02	3.716755e-04
7.465938e+02	6.309928e-02	3.717586e-04
7.466250e+02	6.323310e-02	3.718415e-04
7.466562e+02	6.340518e-02	3.719244e-04
7.466875e+02	6.349908e-02	3.720075e-04
7.467188e+02	6.357945e-02	3.720907e-04
7.467500e+02	6.366255e-02	3.721736e-04
7.467812e+02	6.368126e-02	3.722566e-04
7.468125e+02	6.379185e-02	3.723398e-04
7.468438e+02	6.397629e-02	3.724230e-04
7.468750e+02	6.419424e-02	3.725060e-04
7.469062e+02	6.432069e-02	3.725890e-04
7.469375e+02	6.448208e-02	3.726723e-04
7.469688e+02	6.464630e-02	3.727556e-04
7.470000e+02	6.915156e-02	3.728386e-04
7.470312e+02	6.483285e-02	3.729217e-04
7.470625e+02	6.492946e-02	3.730050e-04
7.470938e+02	6.511848e-02	3.730884e-04
7.471250e+02	6.519349e-02	3.731715e-04
7.471562e+02	6.530892e-02	3.732546e-04
7.471875e+02	6.548051e-02	3.733380e-04
7.472188e+02	6.566144e-02	3.734214e-04
7.472500e+02	6.578588e-02	3.735046e-04
7.472812e+02	6.603216e-02	3.735878e-04
7.473125e+02	6.622370e-02	3.736713e-04
7.473438e+02	6.624097e-02	3.737547e-04
7.473750e+02	6.642696e-02	3.738380e-04
7.474062e+02	6.651033e-02	3.739212e-04
7.474375e+02	6.660973e-02	3.740047e-04
7.474688e+02	6.678567e-02	3.740883e-04
7.475000e+02	6.716969e-02	3.741715e-04
7.475312e+02	6.720707e-02	3.742548e-04
7.475625e+02	6.743249e-02	3.743384e-04
7.475938e+02	6.758114e-02	3.744220e-04
7.476250e+02	6.768741e-02	3.745054e-04
7.476562e+02	6.786534e-02	3.745887e-04
7.476875e+02	6.811760e-02	3.746724e-04
7.477188e+02	6.824211e-02	3.747560e-04
7.477500e+02	6.840515e-02	3.748394e-04
7.477812e+02	6.856862e-02	3.749229e-04
7.478125e+02	6.875240e-02	3.750066e-04
7.478438e+02	6.895485e-02	3.750903e-04
7.478750e+02	6.910924e-02	3.751738e-04
7.479062e+02	6.926831e-02	3.752572e-04
7.479375e+02	6.944397e-02	3.753410e-04
7.479688e+02	6.961919e-02	3.754248e-04
7.480000e+02	7.337033e-02	3.755083e-04
7.480312e+02	6.993925e-02	3.755919e-04
7.480625e+02	7.009366e-02	3.756757e-04
7.480938e+02	7.034206e-02	3.757595e-04
7.481250e+02	7.061732e-02	3.758431e-04
7.481562e+02	7.089651e-02	3.759267e-04
7.481875e+02	7.107476e-02	3.760106e-04
7.482188e+02	7.132573e-02	3.760945e-04
7.482500e+02	7.152973e-02	3.761782e-04
7.482812e+02	7.180673e-02	3.762618e-04
7.483125e+02	7.201602e-02	3.763458e-04
7.483438e+02	7.215123e-02	3.764297e-04
7.483750e+02	7.235604e-02	3.765134e-04
7.484062e+02	7.256842e-02	3.765972e-04
7.484375e+02	7.274684e-02	3.766812e-04
7.484688e+02	7.296955e-02	3.767652e-04
7.485000e+02	7.348405e-02	3.768490e-04
7.485312e+02	7.355821e-02	3.769328e-04
7.485625e+02	7.383539e-02	3.770168e-04
7.485938e+02	7.411993e-02	3.771009e-04
7.486250e+02	7.429965e-02	3.771847e-04
7.486562e+02	7.439143e-02	3.772686e-04
7.486875e+02	7.457773e-02	3.773527e-04
7.487188e+02	7.496695e-02	3.774369e-04
7.487500e+02	7.531621e-02	3.775207e-04
7.487812e+02	7.556477e-02	3.776047e-04
7.488125e+02	7.584605e-02	3.776888e-04
7.488438e+02	7.615857e-02	3.777731e-04
7.488750e+02	7.654081e-02	3.778570e-04
7.489062e+02	7.673646e-02	3.779410e-04
7.489375e+02	7.705776e-02	3.780252e-04
7.489688e+02	7.743490e-02	3.781095e-04
7.490000e+02	8.028239e-02	3.781935e-04
7.490312e+02	7.796194e-02	3.782775e-04
7.490625e+02	7.827514e-02	3.783618e-04
7.490938e+02	7.858228e-02	3.784462e-04
7.491250e+02	7.883341e-02	3.785302e-04
7.491562e+02	7.916532e-02	3.786143e-04
7.491875e+02	7.952555e-02	3.786987e-04
7.492188e+02	7.984541e-02	3.787831e-04
7.492500e+02	8.019592e-02	3.788672e-04
7.492812e+02	8.050464e-02	3.789514e-04
7.493125e+02	8.109487e-02	3.790358e-04
7.493438e+02	8.200718e-02	3.791203e-04
7.493750e+02	8.290962e-02	3.792045e-04
7.494062e+02	8.347585e-02	3.792887e-04
7.494375e+02	8.389682e-02	3.793732e-04
7.494688e+02	8.436678e-02	3.794577e-04
7.495000e+02	8.510125e-02	3.795419e-04
7.495312e+02	8.548388e-02	3.796262e-04
7.495625e+02	8.609147e-02	3.797108e-04
7.495938e+02	8.674029e-02	3.797953e-04
7.496250e+02	8.747897e-02	3.798797e-04
7.496562e+02	8.824356e-02	3.799640e-04
7.496875e+02	8.911272e-02	3.800486e-04
7.497188e+02	8.984680e-02	3.801332e-04
7.497500e+02	9.066259e-02	3.802176e-04
7.497812e+02	9.162189e-02	3.803020e-04
7.498125e+02	9.260252e-02	3.803867e-04
7.498438e+02	9.337096e-02	3.804714e-04
7.498750e+02	9.378224e-02	3.805558e-04
7.499062e+02	1.389217e-01	3.806403e-04
7.499375e+02	1.394232e-01	3.807250e-04
7.499688e+02	1.399990e-01	3.808098e-04
7.500000e+02	1.452771e-01	3.808943e-04
7.500312e+02	1.412283e-01	3.809788e-04
7.500625e+02	1.417414e-01	3.810636e-04
7.500938e+02	1.424803e-01	3.811484e-04
7.501250e+02	9.790061e-02	3.812330e-04
7.501562e+02	9.812022e-02	3.813175e-04
7.501875e+02	9.827811e-02	3.814024e-04
7.502188e+02	9.825263e-02	3.814873e-04
7.502500e+02	9.823298e-02	3.815719e-04
7.502812e+02	9.826252e-02	3.816565e-04
7.503125e+02	9.811972e-02	3.817415e-04
7.503438e+02	9.802923e-02	3.818264e-04
7.503750e+02	9.801352e-02	3.819111e-04
7.504062e+02	9.801258e-02	3.819958e-04
7.504375e+02	9.807651e-02	3.820808e-04
7.504688e+02	9.807864e-02	3.821658e-04
7.505000e+02	9.810423e-02	3.822505e-04
7.505312e+02	9.748181e-02	3.823353e-04
7.505625e+02	9.705960e-02	3.824203e-04
7.505938e+02	9.694786e-02	3.825054e-04
7.506250e+02	9.699240e-02	3.825902e-04
7.506562e+02	9.735203e-02	3.826750e-04
7.506875e+02	9.764680e-02	3.827601e-04
7.507188e+02	9.789040e-02	3.828452e-04
7.507500e+02	9.808947e-02	3.829301e-04
7.507812e+02	9.850111e-02	3.830150e-04
7.508125e+02	9.889335e-02	3.831002e-04
7.508438e+02	9.933271e-02	3.831854e-04
7.508750e+02	9.976860e-02	3.832703e-04
7.509062e+02	1.002184e-01	3.833552e-04
7.509375e+02	1.005973e-01	3.834405e-04
7.509688e+02	1.010943e-01	3.835257e-04
7.510000e+02	1.029035e-01	3.836107e-04
7.510312e+02	1.020938e-01	3.836957e-04
7.510625e+02	1.024847e-01	3.837810e-04
7.510938e+02	1.029069e-01	3.838663e-04
7.511250e+02	1.033268e-01	3.839513e-04
7.511562e+02	1.037367e-01	3.840364e-04
7.511875e+02	1.040974e-01	3.841218e-04
7.512188e+02	1.045456e-01	3.842071e-04
7.512500e+02	1.050684e-01	3.842922e-04
7.512812e+02	1.056567e-01	3.843774e-04
7.513125e+02	1.061789e-01	3.844628e-04
7.513438e+02	1.068198e-01	3.845519e-04
7.513750e+02	1.073691e-01	3.846424e-04
7.514062e+02	1.077771e-01	3.847329e-04
7.514375e+02	1.083817e-01	3.848238e-04
7.514688e+02	1.088339e-01	3.849146e-04
7.515000e+02	1.097403e-01	3.850052e-04
7.515312e+02	1.100129e-01	3.850958e-04
7.515625e+02	1.105935e-01	3.851866e-04
7.515938e+02	1.110127e-01	3.852776e-04
7.516250e+02	1.116218e-01	3.853682e-04
7.516562e+02	1.122720e-01	3.854589e-04
7.516875e+02	1.129445e-01	3.855498e-04
7.517188e+02	1.135451e-01	3.856408e-04
7.517500e+02	1.140759e-01	3.857315e-04
7.517812e+02	1.144254e-01	3.858222e-04
7.518125e+02	1.148803e-01	3.859133e-04
7.518438e+02	1.157047e-01	3.860043e-04
7.518750e+02	1.165316e-01	3.860951e-04
7.519062e+02	1.172363e-01	3.861859e-04
7.519375e+02	1.179692e-01	3.862770e-04
7.519688e+02	1.185959e-01	3.863681e-04
7.520000e+02	1.222592e-01	3.864590e-04
7.520312e+02	1.199615e-01	3.865498e-04
7.520625e+02	1.205682e-01	3.866410e-04
7.520938e+02	1.212195e-01	3.867322e-04
7.521250e+02	1.218988e-01	3.868231e-04
7.521562e+02	1.225728e-01	3.869141e-04
7.521875e+02	1.233026e-01	3.870053e-04
7.522188e+02	1.239532e-01	3.870966e-04
7.522500e+02	1.247154e-01	3.871876e-04
7.522812e+02	1.255539e-01	3.872786e-04
7.523125e+02	1.261305e-01	3.873699e-04
7.523438e+02	1.268502e-01	3.874612e-04
7.523750e+02	1.275604e-01	3.875523e-04
7.524062e+02	1.283607e-01	3.876434e-04
7.524375e+02	1.290111e-01	3.877348e-04
7.524688e+02	1.297712e-01	3.878262e-04
7.525000e+02	1.309145e-01	3.879173e-04
7.525312e+02	1.314030e-01	3.880085e-04
7.525625e+02	1.321168e-01	3.880999e-04
7.525938e+02	1.329022e-01	3.881914e-04
7.526250e+02	1.338026e-01	3.882826e-04
7.526562e+02	1.344415e-01	3.883738e-04
7.526875e+02	1.351657e-01	3.884654e-04
7.527188e+02	1.361428e-01	3.885569e-04
7.527500e+02	1.370498e-01	3.886482e-04
7.527812e+02	1.377908e-01	3.887395e-04
7.528125e+02	1.386487e-01	3.888311e-04
7.528438e+02	1.395021e-01	3.889227e-04
7.528750e+02	1.402699e-01	3.890140e-04
7.529062e+02	1.410626e-01	3.891054e-04
7.529375e+02	1.418355e-01	3.891971e-04
7.529688e+02	1.425912e-01	3.892888e-04
7.530000e+02	1.548173e-01	3.893802e-04
7.530312e+02	1.442843e-01	3.894716e-04
7.530625e+02	1.450585e-01	3.895634e-04
7.530938e+02	1.458801e-01	3.896551e-04
7.531250e+02	1.468538e-01	3.897466e-04
7.531562e+02	1.478392e-01	3.898381e-04
7.531875e+02	1.486993e-01	3.899299e-04
7.532188e+02	1.493902e-01	3.900218e-04
7.532500e+02	1.503375e-01	3.901133e-04
7.532812e+02	1.512999e-01	3.902049e-04
7.533125e+02	1.522336e-01	3.902968e-04
7.533438e+02	1.529187e-01	3.903887e-04
7.533750e+02	1.539731e-01	3.904803e-04
7.534062e+02	1.548104e-01	3.905720e-04
7.534375e+02	1.556312e-01	3.906639e-04
7.534688e+02	1.565207e-01	3.907559e-04
7.535000e+02	1.575838e-01	3.908476e-04
7.535312e+02	1.581986e-01	3.909393e-04
7.535625e+02	1.589729e-01	3.910313e-04
7.535938e+02	1.597983e-01	3.911234e-04
7.536250e+02	1.606880e-01	3.912151e-04
7.536562e+02	1.613857e-01	3.913069e-04
7.536875e+02	1.620809e-01	3.913990e-04
7.537188e+02	1.630296e-01	3.914911e-04
7.537500e+02	1.640272e-01	3.915830e-04
7.537812e+02	1.649875e-01	3.916748e-04
7.538125e+02	1.659172e-01	3.917670e-04
7.538438e+02	1.667850e-01	3.918592e-04
7.538750e+02	1.674219e-01	3.919511e-04
7.539062e+02	1.682361e-01	3.920431e-04
7.539375e+02	1.691778e-01	3.921353e-04
7.539688e+02	1.698790e-01	3.922276e-04
7.540000e+02	2.161062e-01	3.923195e-04
7.540312e+02	1.716411e-01	3.924115e-04
7.540625e+02	1.725177e-01	3.925039e-04
7.540938e+02	1.731464e-01	3.925962e-04
7.541250e+02	1.735971e-01	3.926882e-04
7.541562e+02	1.745090e-01	3.927803e-04
7.541875e+02	1.752642e-01	3.928727e-04
7.542188e+02	1.760032e-01	3.929651e-04
7.542500e+02	1.767520e-01	3.930572e-04
7.542812e+02	1.771949e-01	3.931494e-04
7.543125e+02	1.776572e-01	3.932418e-04
7.543438e+02	1.785589e-01	3.933343e-04
7.543750e+02	1.793847e-01	3.934265e-04
7.544062e+02	1.799655e-01	3.935187e-04
7.544375e+02	1.806435e-01	3.936112e-04
7.544688e+02	1.813253e-01	3.937038e-04
7.545000e+02	1.820121e-01	3.937961e-04
7.545312e+02	1.823323e-01	3.938883e-04
7.545625e+02	1.830041e-01	3.939809e-04
7.545938e+02	1.834526e-01	3.940736e-04
7.546250e+02	1.838915e-01	3.941659e-04
7.546562e+02	1.842352e-01	3.942583e-04
7.546875e+02	1.846809e-01	3.943509e-04
7.547188e+02	1.851112e-01	3.944436e-04
7.547500e+02	1.854350e-01	3.945360e-04
7.547812e+02	1.856750e-01	3.946285e-04
7.548125e+02	1.861466e-01	3.947212e-04
7.548438e+02	1.866161e-01	3.948140e-04
7.548750e+02	1.868805e-01	3.949064e-04
7.549062e+02	1.868976e-01	3.949989e-04
7.549375e+02	1.872366e-01	3.950918e-04
7.549688e+02	1.876199e-01	3.951846e-04
7.550000e+02	3.598900e-01	3.952771e-04
7.550312e+02	1.883109e-01	3.953697e-04
7.550625e+02	1.883211e-01	3.954626e-04
7.550938e+02	1.883972e-01	3.955555e-04
7.551250e+02	1.885348e-01	3.956481e-04
7.551562e+02	1.886617e-01	3.957408e-04
7.551875e+02	1.888291e-01	3.958337e-04
7.552188e+02	1.886608e-01	3.959267e-04
7.552500e+02	1.887151e-01	3.960194e-04
7.552812e+02	1.887401e-01	3.961121e-04
7.553125e+02	1.885667e-01	3.962052e-04
7.553438e+02	1.887042e-01	3.962982e-04
7.553750e+02	1.885976e-01	3.963910e-04
7.554062e+02	1.884559e-01	3.964838e-04
7.554375e+02	1.883383e-01	3.965769e-04
7.554688e+02	1.880553e-01	3.966700e-04
7.555000e+02	1.877256e-01	3.967628e-04
7.555312e+02	1.871669e-01	3.968557e-04
7.555625e+02	1.867223e-01	3.969488e-04
7.555938e+02	1.864221e-01	3.970420e-04
7.556250e+02	1.864426e-01	3.971350e-04
7.556562e+02	1.864149e-01	3.972279e-04
7.556875e+02	1.863637e-01	3.973211e-04
7.557188e+02	1.859548e-01	3.974144e-04
7.557500e+02	1.855025e-01	3.975074e-04
7.557812e+02	1.851718e-01	3.976004e-04
7.558125e+02	1.845485e-01	3.976937e-04
7.558438e+02	1.839890e-01	3.977870e-04
7.558750e+02	1.835648e-01	3.978801e-04
7.559062e+02	1.832836e-01	3.979732e-04
7.559375e+02	1.828741e-01	3.980666e-04
7.559688e+02	1.822228e-01	3.981600e-04
7.560000e+02	8.140419e-01	3.982531e-04
7.560312e+02	1.812409e-01	3.983462e-04
7.560625e+02	1.807018e-01	3.984397e-04
7.560938e+02	1.801236e-01	3.985332e-04
7.561250e+02	1.797714e-01	3.986264e-04
7.561562e+02	1.788059e-01	3.987196e-04
7.561875e+02	1.780163e-01	3.988131e-04
7.562188e+02	1.774824e-01	3.989067e-04
7.562500e+02	1.770857e-01	3.989999e-04
7.562812e+02	1.764948e-01	3.990932e-04
7.563125e+02	1.757903e-01	3.991868e-04
7.563438e+02	1.751665e-01	3.992805e-04
7.563750e+02	1.743253e-01	3.993738e-04
7.564062e+02	1.737730e-01	3.994672e-04
7.564375e+02	1.731563e-01	3.995609e-04
7.564688e+02	1.722094e-01	3.996545e-04
7.565000e+02	1.716042e-01	3.997480e-04
7.565312e+02	1.710044e-01	3.998414e-04
7.565625e+02	1.703035e-01	3.999351e-04
7.565938e+02	1.695119e-01	4.000289e-04
7.566250e+02	1.688084e-01	4.001224e-04
7.566562e+02	1.682852e-01	4.002159e-04
7.566875e+02	1.675547e-01	4.003097e-04
7.567188e+02	1.666298e-01	4.004036e-04
7.567500e+02	1.656911e-01	4.004971e-04
7.567812e+02	1.649755e-01	4.005907e-04
7.568125e+02	1.639678e-01	4.006846e-04
7.568438e+02	1.631598e-01	4.007785e-04
7.568750e+02	1.625566e-01	4.008721e-04
7.569062e+02	1.617375e-01	4.009658e-04
7.569375e+02	1.610288e-01	4.010598e-04
7.569688e+02	1.604841e-01	4.011538e-04
7.570000e+02	5.965736e-01	4.012475e-04
7.570312e+02	1.591582e-01	4.013412e-04
7.570625e+02	1.584364e-01	4.014352e-04
7.570938e+02	1.575235e-01	4.015293e-04
7.571250e+02	1.566399e-01	4.016231e-04
7.571562e+02	1.557910e-01	4.017168e-04
7.571875e+02	1.551197e-01	4.018110e-04
7.572188e+02	1.545950e-01	4.019051e-04
7.572500e+02	1.536609e-01	4.019989e-04
7.572812e+02	1.530067e-01	4.020928e-04
7.573125e+02	1.523195e-01	4.021870e-04
7.573438e+02	1.515949e-01	4.022812e-04
7.573750e+02	1.506160e-01	4.023751e-04
7.574062e+02	1.496833e-01	4.024691e-04
7.574375e+02	1.488268e-01	4.025633e-04
7.574688e+02	1.481971e-01	4.026576e-04
7.575000e+02	1.477169e-01	4.027516e-04
7.575312e+02	1.469484e-01	4.028456e-04
7.575625e+02	1.462548e-01	4.029399e-04
7.575938e+02	1.455761e-01	4.030343e-04
7.576250e+02	1.448468e-01	4.031283e-04
7.576562e+02	1.439908e-01	4.032224e-04
7.576875e+02	1.432142e-01	4.033168e-04
7.577188e+02	1.426681e-01	4.034112e-04
7.577500e+02	1.419915e-01	4.035054e-04
7.577812e+02	1.413458e-01	4.035995e-04
7.578125e+02	1.406653e-01	4.036940e-04
7.578438e+02	1.397978e-01	4.037885e-04
7.578750e+02	1.390584e-01	4.038827e-04
7.579062e+02	1.382923e-01	4.039769e-04
7.579375e+02	1.376093e-01	4.040715e-04
7.579688e+02	1.372323e-01	4.041661e-04
7.580000e+02	3.005861e-01	4.042603e-04
7.580312e+02	1.353900e-01	4.043546e-04
7.580625e+02	1.345855e-01	4.044493e-04
7.580938e+02	1.341353e-01	4.045439e-04
7.581250e+02	1.336910e-01	4.046383e-04
7.581562e+02	1.332763e-01	4.047326e-04
7.581875e+02	1.326819e-01	4.048273e-04
7.582188e+02	1.322124e-01	4.049220e-04
7.582500e+02	1.314471e-01	4.050165e-04
7.582812e+02	1.307603e-01	4.051109e-04
7.583125e+02	1.301048e-01	4.052057e-04
7.583438e+02	1.294644e-01	4.053005e-04
7.583750e+02	1.288424e-01	4.053950e-04
7.584062e+02	1.281287e-01	4.054895e-04
7.584375e+02	1.273234e-01	4.055843e-04
7.584688e+02	1.268702e-01	4.056792e-04
7.585000e+02	1.265325e-01	4.057738e-04
7.585312e+02	1.260350e-01	4.058684e-04
7.585625e+02	1.255004e-01	4.059633e-04
7.585938e+02	1.247532e-01	4.060582e-04
7.586250e+02	1.241888e-01	4.061528e-04
7.586562e+02	1.235560e-01	4.062475e-04
7.586875e+02	1.230198e-01	4.063425e-04
7.587188e+02	1.224221e-01	4.064375e-04
7.587500e+02	1.220685e-01	4.065322e-04
7.587812e+02	1.215097e-01	4.066270e-04
7.588125e+02	1.209473e-01	4.067220e-04
7.588438e+02	1.204785e-01	4.068171e-04
7.588750e+02	1.199869e-01	4.069119e-04
7.589062e+02	1.195009e-01	4.070067e-04
7.589375e+02	1.190421e-01	4.071018e-04
7.589688e+02	1.185048e-01	4.071970e-04
7.590000e+02	1.996099e-01	4.072918e-04
7.590312e+02	1.175383e-01	4.073867e-04
7.590625e+02	1.170498e-01	4.074819e-04
7.590938e+02	1.165826e-01	4.075771e-04
7.591250e+02	1.160005e-01	4.076721e-04
7.591562e+02	1.155657e-01	4.077670e-04
7.591875e+02	1.152386e-01	4.078623e-04
7.592188e+02	1.147654e-01	4.079576e-04
7.592500e+02	1.142370e-01	4.080526e-04
7.592812e+02	1.135932e-01	4.081477e-04
7.593125e+02	1.129882e-01	4.082430e-04
7.593438e+02	1.126374e-01	4.083384e-04
7.593750e+02	1.123286e-01	4.084335e-04
7.594062e+02	1.120200e-01	4.085286e-04
7.594375e+02	1.116601e-01	4.086240e-04
7.594688e+02	1.111902e-01	4.087194e-04
7.595000e+02	1.107472e-01	4.088146e-04
7.595312e+02	1.104555e-01	4.089098e-04
7.595625e+02	1.100239e-01	4.090053e-04
7.595938e+02	1.094149e-01	4.091008e-04
7.596250e+02	1.089472e-01	4.091960e-04
7.596562e+02	1.085634e-01	4.092913e-04
7.596875e+02	1.082308e-01	4.093868e-04
7.597188e+02	1.077921e-01	4.094824e-04
7.597500e+02	1.074178e-01	4.095777e-04
7.597812e+02	1.070759e-01	4.096730e-04
7.598125e+02	1.067171e-01	4.097687e-04
7.598438e+02	1.062892e-01	4.098644e-04
7.598750e+02	1.057884e-01	4.099597e-04
7.599062e+02	1.052823e-01	4.100551e-04
7.599375e+02	1.048685e-01	4.101508e-04
7.599688e+02	1.046723e-01	4.102466e-04
7.600000e+02	1.518946e-01	4.103420e-04
7.600312e+02	1.040106e-01	4.104375e-04
7.600625e+02	1.038404e-01	4.105333e-04
7.600938e+02	1.034102e-01	4.106291e-04
7.601250e+02	1.031194e-01	4.107246e-04
7.601562e+02	1.028690e-01	4.108202e-04
7.601875e+02	1.025284e-01	4.109160e-04
7.602188e+02	1.021919e-01	4.110119e-04
7.602500e+02	1.017935e-01	4.111075e-04
7.602812e+02	1.014961e-01	4.112031e-04
7.603125e+02	1.012574e-01	4.112991e-04
7.603438e+02	1.009573e-01	4.113950e-04
7.603750e+02	1.006038e-01	4.114907e-04
7.604062e+02	1.003153e-01	4.115864e-04
7.604375e+02	1.001443e-01	4.116824e-04
7.604688e+02	9.976328e-02	4.117784e-04
7.605000e+02	9.931957e-02	4.118742e-04
7.605312e+02	9.892535e-02	4.119699e-04
7.605625e+02	9.853006e-02	4.120660e-04
7.605938e+02	9.825953e-02	4.121621e-04
7.606250e+02	9.811557e-02	4.122579e-04
7.606562e+02	9.795843e-02	4.123538e-04
7.606875e+02	9.770805e-02	4.124499e-04
7.607188e+02	9.739662e-02	4.125461e-04
7.607500e+02	9.712419e-02	4.126420e-04
7.607812e+02	9.680729e-02	4.127379e-04
7.608125e+02	9.647074e-02	4.128341e-04
7.608438e+02	9.616835e-02	4.129304e-04
7.608750e+02	9.598808e-02	4.130263e-04
7.609062e+02	9.573416e-02	4.131223e-04
7.609375e+02	9.543684e-02	4.132186e-04
7.609688e+02	9.519329e-02	4.133150e-04
7.610000e+02	1.253682e-01	4.134110e-04
7.610312e+02	9.476642e-02	4.135071e-04
7.610625e+02	9.447430e-02	4.136034e-04
7.610938e+02	9.428569e-02	4.136998e-04
7.611250e+02	9.400210e-02	4.137959e-04
7.611562e+02	9.357328e-02	4.138921e-04
7.611875e+02	9.332609e-02	4.139885e-04
7.612188e+02	9.316101e-02	4.140850e-04
7.612500e+02	9.312560e-02	4.141812e-04
7.612812e+02	9.296271e-02	4.142774e-04
7.613125e+02	9.265950e-02	4.143739e-04
7.613438e+02	9.247571e-02	4.144705e-04
7.613750e+02	9.219972e-02	4.145667e-04
7.614062e+02	9.194737e-02	4.146630e-04
7.614375e+02	9.179287e-02	4.147596e-04
7.614688e+02	9.162929e-02	4.148562e-04
7.615000e+02	9.153090e-02	4.149526e-04
7.615312e+02	9.121623e-02	4.150489e-04
7.615625e+02	9.106869e-02	4.151456e-04
7.615938e+02	9.095317e-02	4.152423e-04
7.616250e+02	9.078700e-02	4.153387e-04
7.616562e+02	9.046620e-02	4.154351e-04
7.616875e+02	9.028191e-02	4.155319e-04
7.617188e+02	9.008262e-02	4.156286e-04
7.617500e+02	8.981083e-02	4.157251e-04
7.617812e+02	8.947613e-02	4.158216e-04
7.618125e+02	8.928342e-02	4.159184e-04
7.618438e+02	8.909301e-02	4.160153e-04
7.618750e+02	8.903562e-02	4.161118e-04
7.619062e+02	8.899255e-02	4.162084e-04
7.619375e+02	8.880892e-02	4.163053e-04
7.619688e+02	8.865015e-02	4.164022e-04
7.620000e+02	1.089235e-01	4.164989e-04
7.620312e+02	8.840754e-02	4.165955e-04
7.620625e+02	8.813540e-02	4.166925e-04
7.620938e+02	8.799732e-02	4.167895e-04
7.621250e+02	8.777622e-02	4.168862e-04
7.621562e+02	8.759727e-02	4.169829e-04
7.621875e+02	8.748195e-02	4.170799e-04
7.622188e+02	8.724845e-02	4.171770e-04
7.622500e+02	8.713404e-02	4.172738e-04
7.622812e+02	8.706193e-02	4.173706e-04
7.623125e+02	8.686378e-02	4.174677e-04
7.623438e+02	8.667099e-02	4.175648e-04
7.623750e+02	8.649774e-02	4.176617e-04
7.624062e+02	8.625141e-02	4.177586e-04
7.624375e+02	8.610481e-02	4.178558e-04
7.624688e+02	8.600181e-02	4.179530e-04
7.625000e+02	8.607212e-02	4.180499e-04
7.625312e+02	8.591323e-02	4.181468e-04
7.625625e+02	8.574018e-02	4.182441e-04
7.625938e+02	8.550671e-02	4.183414e-04
7.626250e+02	8.534976e-02	4.184384e-04
7.626562e+02	8.529452e-02	4.185354e-04
7.626875e+02	8.526929e-02	4.186328e-04
7.627188e+02	8.514498e-02	4.187301e-04
7.627500e+02	8.499189e-02	4.188272e-04
7.627812e+02	8.484899e-02	4.189243e-04
7.628125e+02	8.462099e-02	4.190217e-04
